#wavelength 2.35
#field 0.0 0.0 5.0
#   ttheta     IntUP    sIntUP   IntDOWN  sIntDOWN
 117.80   1.17599   0.05001   1.10737   0.04886
 118.00   1.18696   0.05093   1.11408   0.04945
 118.20   1.12369   0.05136   1.16850   0.05175
 118.40   1.09984   0.05238   1.15608   0.05329
 118.60   1.07320   0.05142   0.99691   0.05102
 118.80   1.12645   0.05589   1.03698   0.05473
 119.00   1.15717   0.05678   1.09415   0.05615
 119.20   1.18939   0.06076   1.18971   0.06071
 119.40   1.18880   0.06207   1.19215   0.06206
 119.60   1.10722   0.06367   1.19376   0.06519
 119.80   1.15601   0.06503   1.15697   0.06510
 120.00   1.23719   0.07017   1.12368   0.06771
 120.20   1.08709   0.07138   1.08789   0.07107
 120.40   1.15722   0.07368   1.09845   0.07222
 120.60   1.17903   0.08088   1.05195   0.07914
 120.80   1.05387   0.08002   1.09879   0.08193
 121.00   1.03551   0.08995   1.23173   0.09447
 121.20   1.28643   0.10722   1.06006   0.10089
 121.40   1.24127   0.11645   1.16087   0.11749
 121.60   1.15452   0.13469   1.39184   0.14278
 121.80   0.95778   0.15532   1.42548   0.17462
 122.00   1.14085   0.23466   1.61504   0.26088
