#wavelength 2.428257
#field  0.000 0.000 0.001
#   ttheta     IntUP    sIntUP   IntDOWN  sIntDOWN
  73.1000      409.0       20.22         409.0       20.22    
  73.2000      437.9       20.93         437.9       20.93    
  73.3000      433.7       20.83         433.7       20.83    
  73.4000      466.1       21.59         466.1       21.59    
  73.5000      512.1       22.63         512.1       22.63    
  73.6000      693.1       26.33         693.1       26.33    
  73.7000     1193.9       34.55        1193.9       34.55    
  73.8000     2194.9       46.85        2194.9       46.85    
  73.9000     3521.9       59.35        3521.9       59.35    
  74.0000     5121.3       71.56        5121.3       71.56    
  74.1000     6713.3       81.93        6713.3       81.93    
  74.2000     7900.1       88.88        7900.1       88.88    
  74.3000     8892.3       94.30        8892.3       94.30    
  74.4000     9142.8       95.62        9142.8       95.62    
  74.5000     7653.4       87.48        7653.4       87.48    
  74.6000     5412.8       73.57        5412.8       73.57    
  74.7000     2815.1       53.06        2815.1       53.06    
  74.8000     1123.1       33.51        1123.1       33.51    
  74.9000      633.9       25.18         633.9       25.18    
  75.0000      527.5       22.97         527.5       22.97    
  75.1000      485.4       22.03         485.4       22.03    
  75.2000      456.1       21.36         456.1       21.36    
  75.3000      449.6       21.20         449.6       21.20    
  75.4000      445.3       21.10         445.3       21.10    
  75.5000      445.7       21.11         445.7       21.11    
  75.6000      428.8       20.71         428.8       20.71    
  75.7000      423.2       20.57         423.2       20.57    
  75.8000      424.9       20.61         424.9       20.61    
  75.9000      430.6       20.75         430.6       20.75    
  76.0000      417.5       20.43         417.5       20.43    
  76.1000      400.8       20.02         400.8       20.02    
  76.2000      396.3       19.91         396.3       19.91    
  76.3000      406.8       20.17         406.8       20.17    
  76.4000      387.4       19.68         387.4       19.68    
  76.5000      382.2       19.55         382.2       19.55    
  76.6000      376.7       19.41         376.7       19.41    
  76.7000      386.6       19.66         386.6       19.66    
  76.8000      385.5       19.63         385.5       19.63    
  76.9000      383.1       19.57         383.1       19.57    
  77.0000      379.4       19.48         379.4       19.48    
  77.1000      383.3       19.58         383.3       19.58    
  77.2000      400.4       20.01         400.4       20.01    
  77.3000      412.4       20.31         412.4       20.31    
  77.4000      468.9       21.65         468.9       21.65    
  77.5000      480.0       21.91         480.0       21.91    
  77.6000      544.0       23.32         544.0       23.32    
  77.7000      580.1       24.09         580.1       24.09    
  77.8000      620.3       24.91         620.3       24.91    
  77.9000      630.0       25.10         630.0       25.10    
  78.0000      639.8       25.29         639.8       25.29    
  78.1000      576.9       24.02         576.9       24.02    
  78.2000      522.4       22.86         522.4       22.86    
  78.3000      454.2       21.31         454.2       21.31    
  78.4000      400.1       20.00         400.1       20.00    
  78.5000      392.6       19.81         392.6       19.81    
  78.6000      398.5       19.96         398.5       19.96    
  78.7000      386.5       19.66         386.5       19.66    
  78.8000      400.9       20.02         400.9       20.02    
  78.9000      390.2       19.75         390.2       19.75    
  79.0000      405.3       20.13         405.3       20.13    
  79.1000      406.1       20.15         406.1       20.15    
  79.2000      412.3       20.31         412.3       20.31    
  79.3000      427.9       20.69         427.9       20.69    
  79.4000      440.8       21.00         440.8       21.00    
  79.5000      466.3       21.59         466.3       21.59    
  79.6000      480.8       21.93         480.8       21.93    
  79.7000      505.9       22.49         505.9       22.49    
  79.8000      530.5       23.03         530.5       23.03    
  79.9000      555.0       23.56         555.0       23.56    
  80.0000      583.5       24.16         583.5       24.16    
  80.1000      704.3       26.54         704.3       26.54    
  80.2000     1038.9       32.23        1038.9       32.23    
  80.3000     1730.0       41.59        1730.0       41.59    
  80.4000     2668.0       51.65        2668.0       51.65    
  80.5000     3759.0       61.31        3759.0       61.31    
  80.6000     4912.1       70.09        4912.1       70.09    
  80.7000     5930.5       77.01        5930.5       77.01    
  80.8000     6809.4       82.52        6809.4       82.52    
  80.9000     7452.7       86.33        7452.7       86.33    
  81.0000     7558.9       86.94        7558.9       86.94    
  81.1000     6660.2       81.61        6660.2       81.61    
  81.2000     4927.3       70.19        4927.3       70.19    
  81.3000     2923.6       54.07        2923.6       54.07    
  81.4000     1354.5       36.80        1354.5       36.80    
  81.5000      740.5       27.21         740.5       27.21    
  81.6000      551.3       23.48         551.3       23.48    
  81.7000      494.2       22.23         494.2       22.23    
  81.8000      491.1       22.16         491.1       22.16    
  81.9000      461.8       21.49         461.8       21.49    
  82.0000      453.0       21.28         453.0       21.28    
  82.1000      446.1       21.12         446.1       21.12    
  82.2000      436.5       20.89         436.5       20.89    
  82.3000      444.2       21.08         444.2       21.08    
  82.4000      446.7       21.14         446.7       21.14    
  82.5000      451.7       21.25         451.7       21.25    
  82.6000      441.0       21.00         441.0       21.00    
  82.7000      447.6       21.16         447.6       21.16    
  82.8000      440.7       20.99         440.7       20.99    
  82.9000      453.3       21.29         453.3       21.29    
  83.0000      466.3       21.59         466.3       21.59    
  83.1000      472.3       21.73         472.3       21.73    
  83.2000      495.1       22.25         495.1       22.25    
  83.3000      615.3       24.81         615.3       24.81    
  83.4000      855.0       29.24         855.0       29.24    
  83.5000     1354.9       36.81        1354.9       36.81    
  83.6000     1996.9       44.69        1996.9       44.69    
  83.7000     2679.9       51.77        2679.9       51.77    
  83.8000     3453.3       58.76        3453.3       58.76    
  83.9000     4176.5       64.63        4176.5       64.63    
  84.0000     4746.0       68.89        4746.0       68.89    
  84.1000     5318.0       72.92        5318.0       72.92    
  84.2000     5644.3       75.13        5644.3       75.13    
  84.3000     5289.7       72.73        5289.7       72.73    
  84.4000     4459.9       66.78        4459.9       66.78    
  84.5000     3120.8       55.86        3120.8       55.86    
  84.6000     1731.9       41.62        1731.9       41.62    
  84.7000      891.2       29.85         891.2       29.85    
  84.8000      600.5       24.51         600.5       24.51    
  84.9000      492.1       22.18         492.1       22.18    
  85.0000      458.7       21.42         458.7       21.42    
  85.1000      438.1       20.93         438.1       20.93    
  85.2000      447.7       21.16         447.7       21.16    
  85.3000      422.6       20.56         422.6       20.56    
  85.4000      425.5       20.63         425.5       20.63    
  85.5000      419.8       20.49         419.8       20.49    
  85.6000      411.7       20.29         411.7       20.29    
  85.7000      415.9       20.39         415.9       20.39    
  85.8000      405.1       20.13         405.1       20.13    
  85.9000      403.1       20.08         403.1       20.08    
  86.0000      396.9       19.92         396.9       19.92    
  86.1000      400.9       20.02         400.9       20.02    
  86.2000      390.5       19.76         390.5       19.76    
  86.3000      398.9       19.97         398.9       19.97    
  86.4000      402.2       20.05         402.2       20.05    
  86.5000      414.2       20.35         414.2       20.35    
  86.6000      455.2       21.34         455.2       21.34    
  86.7000      516.5       22.73         516.5       22.73    
  86.8000      593.0       24.35         593.0       24.35    
  86.9000      691.4       26.29         691.4       26.29    
  87.0000      766.5       27.69         766.5       27.69    
  87.1000      870.7       29.51         870.7       29.51    
  87.2000      932.9       30.54         932.9       30.54    
  87.3000     1014.2       31.85        1014.2       31.85    
  87.4000     1074.6       32.78        1074.6       32.78    
  87.5000     1050.1       32.41        1050.1       32.41    
  87.6000      988.0       31.43         988.0       31.43    
  87.7000      838.5       28.96         838.5       28.96    
  87.8000      651.6       25.53         651.6       25.53    
  87.9000      509.7       22.58         509.7       22.58    
  88.0000      431.9       20.78         431.9       20.78    
  88.1000      402.5       20.06         402.5       20.06    
  88.2000      391.8       19.79         391.8       19.79    
  88.3000      380.9       19.52         380.9       19.52    
  88.4000      390.6       19.76         390.6       19.76    
  88.5000      389.3       19.73         389.3       19.73    
  88.6000      392.4       19.81         392.4       19.81    
  88.7000      374.9       19.36         374.9       19.36    
  88.8000      387.7       19.69         387.7       19.69    
  88.9000      393.5       19.84         393.5       19.84    
  89.0000      388.1       19.70         388.1       19.70    
  89.1000      395.4       19.88         395.4       19.88    
  89.2000      399.2       19.98         399.2       19.98    
  89.3000      395.8       19.89         395.8       19.89    
  89.4000      400.7       20.02         400.7       20.02    
  89.5000      421.9       20.54         421.9       20.54    
  89.6000      433.8       20.83         433.8       20.83    
  89.7000      470.1       21.68         470.1       21.68    
  89.8000      575.4       23.99         575.4       23.99    
  89.9000      725.1       26.93         725.1       26.93    
  90.0000      883.7       29.73         883.7       29.73    
  90.1000     1030.5       32.10        1030.5       32.10    
  90.2000     1230.7       35.08        1230.7       35.08    
  90.3000     1393.3       37.33        1393.3       37.33    
  90.4000     1551.4       39.39        1551.4       39.39    
  90.5000     1674.0       40.91        1674.0       40.91    
  90.6000     1780.8       42.20        1780.8       42.20    
  90.7000     2014.8       44.89        2014.8       44.89    
  90.8000     1704.9       41.29        1704.9       41.29    
  90.9000     1419.7       37.68        1419.7       37.68    
  91.0000     1056.9       32.51        1056.9       32.51    
  91.1000      729.3       27.01         729.3       27.01    
  91.2000      529.2       23.00         529.2       23.00    
  91.3000      468.3       21.64         468.3       21.64    
  91.4000      430.5       20.75         430.5       20.75    
  91.5000      430.5       20.75         430.5       20.75    
  91.6000      421.1       20.52         421.1       20.52    
  91.7000      416.5       20.41         416.5       20.41    
  91.8000      414.2       20.35         414.2       20.35    
  91.9000      418.0       20.45         418.0       20.45    
  92.0000      420.3       20.50         420.3       20.50    
  92.1000      434.2       20.84         434.2       20.84    
  92.2000      420.9       20.52         420.9       20.52    
  92.3000      440.1       20.98         440.1       20.98    
  92.4000      441.1       21.00         441.1       21.00    
  92.5000      444.9       21.09         444.9       21.09    
  92.6000      469.8       21.67         469.8       21.67    
  92.7000      507.2       22.52         507.2       22.52    
  92.8000      611.0       24.72         611.0       24.72    
  92.9000      828.2       28.78         828.2       28.78    
  93.0000     1188.9       34.48        1188.9       34.48    
  93.1000     1662.9       40.78        1662.9       40.78    
  93.2000     2078.7       45.59        2078.7       45.59    
  93.3000     2711.8       52.07        2711.8       52.07    
  93.4000     3334.8       57.75        3334.8       57.75    
  93.5000     3928.8       62.68        3928.8       62.68    
  93.6000     4452.1       66.72        4452.1       66.72    
  93.7000     4973.0       70.52        4973.0       70.52    
  93.8000     5364.5       73.24        5364.5       73.24    
  93.9000     5364.3       73.24        5364.3       73.24    
