#wavelength 1.4
#field 0. 0.  1.0
#   ttheta     IntUP    sIntUP   IntDOWN  sIntDOWN
 38.13   727566.00    852.97    728243.00    853.37
 38.20   725622.00    851.83    726517.00    852.36
 38.26   723739.00    850.73    725764.00    851.92
 38.32   730600.00    854.75    730177.00    854.50
 38.38   721143.00    849.20    722947.00    850.26
 38.45   721281.00    849.28    722985.00    850.29
 38.51   723590.00    850.64    726491.00    852.34
 38.57   736640.00    858.28    737858.00    858.99
 38.64   715653.00    845.96    718076.00    847.39
 38.71   729655.00    854.20    730116.00    854.47
 38.77   725482.00    851.75    728674.00    853.62
 38.84   730569.00    854.73    732568.00    855.90
 38.90   723802.00    850.77    726593.00    852.40
 38.97   730588.00    854.74    731608.00    855.34
 39.03   725421.00    851.72    726981.00    852.63
 39.10   730339.00    854.60    732963.00    856.13
 39.17   736673.00    858.30    739527.00    859.96
 39.24   728035.00    853.25    732440.00    855.83
 39.30   736337.00    858.10    740695.00    860.64
 39.37   733051.00    856.18    737985.00    859.06
 39.44   737481.00    858.77    740904.00    860.76
 39.51   743935.00    862.52    745638.00    863.50
 39.58   744164.00    862.65    748825.00    865.35
 39.65   747988.00    864.86    753216.00    867.88
 39.72   743837.00    862.46    746966.00    864.27
 39.79   748881.00    865.38    751651.00    866.98
 39.86   767538.00    876.09    770170.00    877.59
 39.94   758878.00    871.14    763623.00    873.86
 40.01   755319.00    869.09    757561.00    870.38
 40.08   755170.00    869.01    758929.00    871.17
 40.16   770634.00    877.86    773307.00    879.38
 40.23   758248.00    870.77    761834.00    872.83
 40.30   761200.00    872.47    762162.00    873.02
 40.38   768189.00    876.46    770480.00    877.77
 40.46   760254.00    871.93    764802.00    874.53
 40.53   750751.00    866.46    755059.00    868.94
 40.61   766344.00    875.41    771182.00    878.17
 40.68   753463.00    868.02    754295.00    868.50
 40.76   753846.00    868.24    755543.00    869.22
 40.84   754179.00    868.43    756845.00    869.97
 40.92   749016.00    865.46    747513.00    864.59
 41.00   754293.00    868.50    756757.00    869.92
 41.07   748784.00    865.32    753541.00    868.07
 41.16   741429.00    861.06    745104.00    863.19
 41.24   740752.00    860.67    744643.00    862.93
 41.32   735493.00    857.61    734897.00    857.26
 41.41   747376.00    864.51    749110.00    865.51
 41.49   731726.00    855.41    733643.00    856.53
 41.57   730709.00    854.82    730787.00    854.86
 41.66   732819.00    856.05    734939.00    857.29
 41.74   734311.00    856.92    735088.00    857.37
 41.83   725189.00    851.58    726629.00    852.43
 41.92   725703.00    851.88    725975.00    852.04
 42.01   720018.00    848.54    723136.00    850.37
 42.09   714613.00    845.35    716325.00    846.36
 42.19   717931.00    847.31    718497.00    847.64
 42.27   714390.00    845.22    714455.00    845.25
 42.37   708263.00    841.58    709871.00    842.54
 42.46   709967.00    842.60    711641.00    843.59
 42.56   709294.00    842.20    712070.00    843.84
 42.65   710029.00    842.63    711906.00    843.75
 42.75   704235.00    839.19    705656.00    840.03
 42.84   702124.00    837.93    702121.00    837.93
 42.95   701914.00    837.80    703148.00    838.54
 43.05   701109.00    837.32    702961.00    838.43
 43.15   693120.00    832.54    693180.00    832.57
 43.25   692664.00    832.26    694960.00    833.64
 43.35   691155.00    831.36    693118.00    832.54
 43.46   696897.00    834.80    698188.00    835.58
 43.56   690393.00    830.90    691137.00    831.35
 43.67   688654.00    829.85    690890.00    831.20
 43.78   687879.00    829.38    687925.00    829.41
 43.89   688292.00    829.63    691333.00    831.46
 44.01   687868.00    829.38    689151.00    830.15
 44.12   686151.00    828.34    688205.00    829.58
 44.24   688591.00    829.81    690881.00    831.19
 44.36   688921.00    830.01    692090.00    831.92
 44.48   682195.00    825.95    684120.00    827.12
 44.60   688569.00    829.80    691261.00    831.42
 44.73   685451.00    827.92    687365.00    829.07
 44.86   686286.00    828.42    688174.00    829.56
 44.99   683450.00    826.71    687504.00    829.16
 45.13   695456.00    833.94    697413.00    835.11
 45.27   682757.00    826.29    684390.00    827.28
 45.41   688170.00    829.56    690812.00    831.15
 45.55   684807.00    827.53    685824.00    828.14
 45.71   684920.00    827.60    687477.00    829.14
 45.85   679816.00    824.51    682444.00    826.10
 46.01   681363.00    825.45    684492.00    827.34
 46.18   685290.00    827.82    687032.00    828.87
 46.34   681720.00    825.66    684052.00    827.07
 46.53   674179.00    821.08    679558.00    824.35
 46.71   676734.00    822.64    677848.00    823.32
 46.90   676456.00    822.47    678537.00    823.73
 47.10   673359.00    820.58    674433.00    821.24
 47.31   661959.00    813.61    666680.00    816.50
 47.54   660166.00    812.51    663078.00    814.30
 47.78   658733.00    811.62    661380.00    813.25
 48.05   653378.00    808.32    657003.00    810.56
 48.33   648655.00    805.39    652442.00    807.74
 48.67   656155.00    810.03    658733.00    811.62
 49.06   647300.00    804.55    647968.00    804.96
 49.55   653276.00    808.25    654538.00    809.04
 50.48   654343.00    808.91    653631.00    808.47        
