#Wavelength 1.4
#Orientation 0.01551 0.00646 0.99986 -0.83879 -0.54436 0.01653 0.54435 -0.83886 -0.00303
#Polarisation  0.99986  0.01653 -0.00303 -0.91  0.91
#Magnetic_field  7
    1    0    7    1.1598    0.0091   29.9079    0.1139    1.0139    0.0031    1
    1    1    7    0.3698    0.0071   29.5375    0.1125    1.0057    0.0034    1
    2    1    7    0.6255    0.0185   28.3252    0.1079    0.9759    0.0043    1
    0    2    7    0.3349    0.0036   28.9264    0.1102    0.9913    0.0038    1
    1    2    7    0.6559    0.0494   28.5338    0.1087    0.9814    0.0041    1
    2    2    7    1.1710    0.0852   27.4857    0.1047    0.9522    0.0051    1
    1    3    7    0.3134    0.0043   27.1524    0.1035    0.9419    0.0054    1
    2    3    7    0.9271    0.0133   26.3165    0.1003    0.9136    0.0063    1
    0    4    7    6.0173    0.3640   25.8981    0.0987    0.8979    0.0069    1
    1    4    7    0.6799    0.3384   25.6686    0.0978    0.8887    0.0072    1
    2    4    7    0.5378    0.0062   25.0456    0.0954    0.8618    0.0081    1
    1    5    7    0.4538    0.0143   24.2949    0.0926    0.8240    0.0095    1
    2    5    7    0.4508    0.1670   23.8610    0.0909    0.7987    0.0104    1
    1    6    7    0.9326    0.0175   23.1708    0.0883    0.7504    0.0123    1
    2    7    7    0.5035    0.2983   22.2573    0.0848    0.6503    0.0166    1
    0    0    8    0.7864    0.0247   27.3768    0.1043    0.9489    0.0052    1
    2    0    8    0.4943    0.0053   26.2472    0.1000    0.9111    0.0064    1
    1    1    8    0.1333    0.0112   26.8342    0.1022    0.9316    0.0057    1
    2    1    8    0.8592    0.0485   26.0452    0.0992    0.9036    0.0067    1
    0    2    8    0.5791    0.0063   26.4391    0.1007    0.9180    0.0062    1
    1    2    8    0.9337    0.0118   26.1824    0.0998    0.9087    0.0065    1
    2    2    8    3.9178    0.5833   25.4871    0.0971    0.8812    0.0075    1
    1    3    8    0.8062    0.0709   25.2632    0.0963    0.8716    0.0078    1
    0    4    8    0.4910    0.4519   24.4104    0.0930    0.8302    0.0093    1
    1    4    8    1.1611    0.0416   24.2530    0.0924    0.8217    0.0096    1
    2    4    8    0.7452    0.0158   23.8248    0.0908    0.7964    0.0105    1
    1    5    8    0.4027    0.0172   23.3099    0.0888    0.7611    0.0119    1
    0    6    8    0.7446    0.0071   22.6261    0.0862    0.7000    0.0144    1
    1    6    8    1.0941    0.0627   22.5610    0.0860    0.6926    0.0147    1
    2    6    8    0.0015    0.1156   22.3909    0.0853    0.6711    0.0156    1
    1    1    9    0.3410    0.0243   24.8579    0.0947    0.8529    0.0085    1
    2    1    9    0.8690    0.0227   24.3467    0.0928    0.8268    0.0094    1
    0    2    9    0.1774    0.0467   24.6026    0.0937    0.8403    0.0089    1
    1    2    9    1.0706    0.0499   24.4360    0.0931    0.8316    0.0092    1
    2    2    9    0.4644    0.0140   23.9827    0.0914    0.8061    0.0102    1
    1    3    9    0.4809    0.0084   23.8363    0.0908    0.7971    0.0105    1
    2    3    9    1.0513    0.1416   23.4660    0.0894    0.7725    0.0114    1
    0    4    9    0.2577    0.0296   23.2799    0.0887    0.7589    0.0120    1
    1    4    9    1.0952    0.1297   23.1780    0.0883    0.7509    0.0123    1
    1    5    9    0.6723    0.0152   22.5829    0.0860    0.6952    0.0146    1
    2    5    9    1.2773    0.3136   22.4086    0.0854    0.6735    0.0155    1
    0    6    9    0.9158    0.1003   22.1987    0.0846    0.6392    0.0171    1
    0    0   10    0.8028    0.0036   23.6691    0.0902    0.7864    0.0109    1
    2    0   10    0.1976    0.0359   23.2184    0.0885    0.7541    0.0122    1
    1    1   10    0.3325    0.1964   23.4531    0.0894    0.7716    0.0115    1
    2    1   10    1.1171    0.0521   23.1376    0.0882    0.7477    0.0124    1
    0    2   10    0.5976    0.0175   23.2951    0.0888    0.7600    0.0119    1
    1    2   10    1.1656    0.0351   23.1924    0.0884    0.7521    0.0122    1
    1    3   10    1.0524    0.0208   22.8276    0.0870    0.7205    0.0135    1
    1    4   10    0.9962    0.0142   22.4460    0.0855    0.6785    0.0153    1
    2    4   10    1.6915    0.1953   22.2996    0.0850    0.6574    0.0163    1
    1    1   11    0.4472    0.0536   22.5374    0.0859    0.6899    0.0148    1
    2    1   11    0.9218    0.0284   22.3720    0.0852    0.6684    0.0158    1
    0    2   11    0.8564    0.0660   22.4533    0.0855    0.6795    0.0153    1
    2    2   11    0.7080    0.0188   22.2637    0.0848    0.6514    0.0165    1
    1    3   11    0.6552    0.0128   22.2234    0.0847    0.6441    0.0169    1
