#   ttheta       IntUP     sIntUP    IntDOWN   sIntDOWN    IntDIFF   sIntDIFF
   85.60000    1713.96      24.09    1748.31      24.34    -34.312     34.245
   85.80000    1775.22      24.52    1773.78      24.53      1.836     34.686
   86.00000    1708.03      24.04    1739.62      24.28    -31.764     34.165
   86.20000    1730.29      24.19    1725.24      24.17      4.619     34.204
   86.40000    1735.41      24.26    1749.29      24.34    -13.853     34.365
   86.60000    1780.60      25.06    1733.92      24.74     46.351     35.222
   86.80000    1762.37      25.48    1706.08      25.07     57.201     35.747
   87.00000    1720.09      25.16    1770.72      25.54    -49.940     35.855
   87.20000    1699.98      25.03    1753.01      25.41    -53.291     35.670
   87.40000    1712.26      25.11    1731.22      25.24    -19.574     35.602
   87.60000    1756.70      25.45    1774.35      25.59    -18.106     36.092
   87.80000    1745.72      25.37    1776.13      25.56    -31.003     36.013
   88.00000    1777.74      26.77    1723.18      26.35     54.312     37.572
   88.20000    1756.13      26.61    1710.23      26.25     47.511     37.386
   88.40000    1766.09      26.67    1782.90      26.81    -16.591     37.812
   88.60000    1736.49      26.47    1726.11      26.36     11.035     37.363
   88.80000    1751.11      26.58    1789.56      26.85    -37.370     37.783
   89.00000    1729.41      26.40    1729.37      26.39     -0.506     37.345
   89.20000    1779.63      27.44    1803.66      27.65    -24.027     38.959
   89.40000    1764.41      28.01    1749.00      27.89     15.762     39.531
   89.60000    1748.91      27.88    1754.97      27.96     -3.613     39.495
   89.80000    1746.93      27.88    1739.62      27.84      6.756     39.411
   90.00000    1766.21      28.04    1737.22      27.80     28.413     39.490
   90.20000    1788.84      28.19    1768.10      28.04     20.647     39.763
   90.40000    1798.23      28.29    1798.32      28.31     -0.456     40.026
   90.60000    1880.21      30.51    1867.11      30.42     12.502     43.092
   90.80000    1829.62      30.12    1791.58      29.77     39.390     42.349
   91.00000    1839.61      30.18    1817.65      30.00     23.209     42.578
   91.20000    1830.66      30.10    1806.53      29.92     21.246     42.445
   91.40000    1764.98      29.57    1822.91      30.06    -58.547     42.168
   91.60000    1772.31      29.63    1740.60      29.37     31.542     41.721
   91.80000    1782.04      30.59    1801.22      30.74    -19.333     43.372
   92.00000    1849.98      32.17    1830.83      31.98     18.910     45.371
   92.20000    1809.78      31.83    1814.88      31.85     -5.270     45.024
   92.40000    1839.90      32.07    1851.73      32.19    -12.229     45.438
   92.60000    1823.20      31.94    1855.07      32.21    -31.970     45.363
   92.80000    1801.12      31.74    1758.95      31.34     42.428     44.601
   93.00000    1867.19      33.44    1812.95      32.96     52.608     46.973
   93.20000    1891.92      34.97    1815.35      34.22     78.993     48.949
   93.40000    1837.46      34.40    1876.93      34.75    -38.862     48.902
   93.60000    1861.06      34.63    1858.37      34.59      2.449     48.944
   93.80000    1878.46      34.80    1870.14      34.72      7.011     49.161
   94.00000    1780.24      33.87    1804.83      34.09    -26.214     48.075
   94.20000    1829.50      34.32    1818.68      34.27     10.977     48.507
   94.40000    1762.29      36.58    1771.09      36.63     -9.536     51.778
   94.60000    1843.92      37.41    1808.67      37.05     35.834     52.657
   94.80000    1878.81      37.73    1816.79      37.14     61.121     52.947
   95.00000    1829.62      37.23    1886.97      37.81    -57.376     53.062
   95.20000    1804.48      36.96    1879.95      37.76    -74.656     52.838
   95.40000    1810.89      37.01    1858.79      37.52    -47.891     52.701
   95.60000    1838.63      39.05    1796.05      38.66     44.886     54.967
   95.80000    1869.70      41.44    1826.18      41.04     43.579     58.335
   96.00000    1768.24      40.20    1824.61      40.91    -55.869     57.403
   96.20000    1862.56      41.34    1757.99      40.11    105.417     57.621
   96.40000    1849.09      41.17    1799.09      40.61     48.688     57.838
   96.60000    1850.71      41.17    1854.36      41.26     -4.838     58.327
   96.80000    1858.58      41.29    1864.29      41.41     -4.625     58.491
   97.00000    1846.06      46.30    1854.52      46.42    -11.247     65.566
   97.20000    1721.73      44.66    1830.00      46.08   -106.619     64.192
   97.40000    1838.05      46.20    1845.76      46.27     -8.132     65.392
   97.60000    1814.72      45.90    1843.27      46.22    -28.909     65.153
   97.80000    1766.34      45.21    1848.64      46.28    -83.313     64.702
   98.00000    1905.88      46.97    1784.92      45.41    120.863     65.330
   98.20000    1861.33      49.75    1901.60      50.43    -39.645     70.842
   98.40000    1755.00      52.41    1791.30      53.08    -36.503     74.596
   98.60000    1897.99      54.57    1960.54      55.43    -63.616     77.791
   98.80000    1820.01      53.43    1810.86      53.28     10.346     75.482
   99.00000    1852.51      53.95    1934.40      55.08    -81.787     77.104
   99.20000    1851.98      53.84    1783.90      52.88     68.541     75.467
   99.40000    1882.86      54.43    1878.82      54.23      3.749     76.835
   99.60000    1846.60      66.41    1864.21      66.68    -17.129     94.120
   99.80000    1910.81      67.65    1850.09      66.46     60.620     94.830
  100.00000    1819.12      65.97    1914.73      67.50    -89.864     94.467
  100.20000    1722.81      64.10    1935.44      67.94   -206.421     93.494
  100.40000    1925.35      67.72    1927.38      67.84     -2.042     95.873
  100.60000    1861.42      66.70    1745.40      64.37    116.093     92.695
  100.80000    1745.70      75.36    1756.35      75.58    -10.880    106.730
  101.00000    1589.81      90.70    1521.90      88.73     62.376    126.901
  101.20000    1566.09      90.08    1640.70      92.21    -65.843    129.000
  101.40000    1713.62      94.07    1569.30      90.03    136.211    130.444
  101.60000    1644.04      92.19    1626.45      91.70     11.405    130.167
  101.80000    1627.66      91.65    1657.58      92.48    -27.770    130.206
  102.00000    1585.77      90.51    1489.54      87.73     99.471    126.065
  102.20000       None       None       None       None       None       None
