#   ttheta       IntUP     sIntUP    IntDOWN   sIntDOWN    IntDIFF   sIntDIFF
   90.00000     102.14      40.12     100.74      39.80     30.432     40.435
   90.20000      47.52      40.05      20.77      39.68     47.899     39.976
   90.40000      -3.89      39.90       1.87      39.94     -5.296     39.828
   90.60000     -66.59      42.68     -45.61      42.65     -7.984     42.243
   90.80000      11.74      42.55      -2.82      41.99     53.999     42.199
   91.00000     -56.19      42.28       8.97      42.41    -43.349     42.131
   91.20000     -88.54      41.96      -1.36      42.19    -63.617     41.713
   91.40000      16.92      41.83     -46.78      42.15      6.350     41.806
   91.60000      29.99      41.99      31.26      41.61     30.520     41.880
   91.80000      33.78      43.37     -79.37      42.89     93.811     42.897
   92.00000     -72.24      44.95     -34.30      44.93    -18.384     44.511
   92.20000      -1.70      44.87     -63.60      44.53     57.060     44.366
   92.40000     -76.81      44.81     -37.46      45.21    -51.254     44.569
   92.60000      -9.24      44.98     -72.31      44.99     31.479     44.608
   92.80000     -29.05      44.60      15.96      44.33     -2.789     44.321
   93.00000     -24.16      46.26     -55.21      45.41     85.126     44.690
   93.20000    -100.54      48.66     -18.56      48.18     -5.251     47.907
   93.40000     -54.07      48.21    -160.44      47.98     66.439     47.287
   93.60000    -133.66      48.01     -89.71      48.27    -41.323     47.323
   93.80000     -33.62      48.89     -56.28      48.62     30.952     48.344
   94.00000     -36.00      47.54     -27.76      47.91    -32.321     47.396
   94.20000      41.60      48.76     -38.32      48.09     91.494     48.351
   94.40000     -23.25      51.42     -68.02      51.18     34.896     50.828
   94.60000     -77.60      52.22     -76.84      51.75     34.806     51.316
   94.80000    -168.16      51.99     -96.72      51.66     -7.534     50.698
   95.00000     -57.28      52.13    -122.19      52.48      7.901     51.548
   95.20000     -90.79      51.50    -173.66      52.03      7.403     50.679
   95.40000     -38.03      51.99     -36.58      52.70    -49.086     51.997
   95.60000     -65.03      54.63     -36.89      54.23     13.925     53.913
   95.80000    -181.14      57.02    -168.00      56.51     30.452     55.167
   96.00000      60.45      57.29     -25.50      57.56     29.957     57.495
   96.20000    -141.00      57.27     -34.96      56.39     -1.793     56.059
   96.40000     -94.62      57.35     -36.17      57.00     -8.640     56.513
   96.60000     -85.11      57.45    -146.02      57.05     57.291     56.198
   96.80000     -36.43      58.02     -85.57      57.75     43.180     57.287
   97.00000    -128.18      64.19     -18.79      65.25   -113.874     63.913
   97.20000     132.04      64.22     -79.53      64.32    102.932     64.380
   97.40000     -80.49      64.41     -81.74      64.54     -6.101     63.557
   97.60000      26.43      65.00     -75.35      64.58     71.113     64.491
   97.80000      33.45      64.13      -7.75      65.25    -39.648     64.714
   98.00000     -57.25      65.88      89.04      64.94    -23.441     65.491
   98.20000      -9.46      70.20    -149.56      69.77     99.504     69.119
   98.40000    -101.62      72.86     -13.69      74.59   -122.258     72.863
   98.60000    -126.44      75.70    -204.92      76.08     13.483     74.000
   98.80000      62.81      76.04      28.79      75.51     43.230     76.117
   99.00000     -97.35      75.08    -169.35      76.01     -9.779     73.964
   99.20000     -40.48      75.59     -49.77      74.04     77.946     74.189
   99.40000       5.16      76.83     -88.27      75.68     94.370     75.700
   99.60000    -108.72      92.40    -132.21      92.33      6.756     90.589
   99.80000      31.89      95.91     -76.93      92.76    167.957     93.861
  100.00000       6.54      93.22     -20.19      95.04    -65.495     93.986
  100.20000      10.63      90.60    -144.71      94.07    -59.765     91.298
  100.40000    -143.97      93.98     -59.49      95.01    -86.984     93.225
  100.60000      51.91      94.79      58.98      91.83    100.289     93.986
  100.80000      71.08     107.63     -16.47     106.73     76.627    107.627
  101.00000      59.56     128.94     -83.22     123.29    216.644    125.721
  101.20000      82.00     128.76     202.25     134.04   -192.306    134.016
  101.40000     -54.05     131.77     117.55     129.46    -23.954    131.056
  101.60000      10.30     130.38     -81.56     127.86    108.618    128.265
  101.80000      83.98     131.03    -117.26     128.24    172.506    129.206
  102.00000    -148.35     124.89      76.59     125.56   -126.044    124.449
  102.20000       None       None       None       None       None       None
